Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,EMA_20,bb_upper,bb_middle,bb_lower,bb_percent_b,bb_z_score,bb_width,rsi,macd_line,macd_signal,macd_histogram,stoch_k,stoch_d,ichimoku_tenkan,ichimoku_kijun,ichimoku_senkou_a,ichimoku_senkou_b,ichimoku_chikou,fib_0,fib_236,fib_382,fib_500,fib_618,fib_786,fib_100,adx,pdi,mdi,psar,psar_is_reversal,donchian_upper,donchian_lower,donchian_center,donchian_width,roc,elliott_wave_oscillator,doji,hammer,shooting_star,engulfing_bullish,engulfing_bearish
2019-01-02 00:00:00-05:00,75.23378616341355,78.5658168142071,75.2142964310529,78.30276489257812,3176600,0.0,0.0,,,,,,,,,,,,,,,,,,95.08956909179688,160.99000549316406,152.94291237791688,147.96462595916228,143.9410794015387,139.91753284391513,134.189093677129,126.89215330991334,,,,,,,,,,,,False,False,False,False,False
2019-01-03 00:00:00-05:00,77.40643469072569,78.28328695013965,75.62351043526607,76.68547058105469,3747100,0.0,0.0,,,,,,,,,,,,,,,,,,94.73882293701172,160.99000549316406,152.94291237791688,147.96462595916228,143.9410794015387,139.91753284391513,134.189093677129,126.89215330991334,,,,,,,,,,,,False,False,False,False,False
2019-01-04 00:00:00-05:00,78.74118747525385,83.05724149483358,77.9812514403244,82.24858856201172,7254400,0.0,0.0,,,,,,,,,,,,,,,,,,99.69791412353516,160.99000549316406,152.94291237791688,147.96462595916228,143.9410794015387,139.91753284391513,134.189093677129,126.89215330991334,,,,,,,,,,,,False,False,False,False,False
2019-01-07 00:00:00-05:00,82.70648759115268,85.83392016691406,81.29378697306757,85.3370361328125,6611300,0.0,0.0,,,,,,,,,,,,,,,,,,99.6199722290039,160.99000549316406,152.94291237791688,147.96462595916228,143.9410794015387,139.91753284391513,134.189093677129,126.89215330991334,,,,,,,,,,,,False,False,False,False,False
2019-01-08 00:00:00-05:00,86.18468437577303,87.43175979897909,85.43449312164796,86.73027801513672,6468300,0.0,0.0,,,,,,,,,,,,,,,,,,102.54281616210938,160.99000549316406,152.94291237791688,147.96462595916228,143.9410794015387,139.91753284391513,134.189093677129,126.89215330991334,,,,,,,,,,,,False,False,False,False,False
2019-01-09 00:00:00-05:00,87.49995264306084,88.64960160897152,85.62933964423661,86.62310791015625,4178800,0.0,0.0,,,,,,,,,,,,,,,,,,104.09190368652344,160.99000549316406,152.94291237791688,147.96462595916228,143.9410794015387,139.91753284391513,134.189093677129,126.89215330991334,,,,,,,,,,,,False,False,False,False,False
2019-01-10 00:00:00-05:00,86.50619076522975,89.08803033232161,86.24313140201211,88.6690902709961,4745600,0.0,0.0,,,,,,,,,,,,,,,,,,100.31170654296875,160.99000549316406,152.94291237791688,147.96462595916228,143.9410794015387,139.91753284391513,134.189093677129,126.89215330991334,,,,,,,,,,,,False,False,False,True,False
2019-01-11 00:00:00-05:00,88.33781538058314,89.23414967020487,87.59736919341066,88.3670425415039,3757600,0.0,0.0,,,,,,,,,,,,,,,,,,96.09308624267578,160.99000549316406,152.94291237791688,147.96462595916228,143.9410794015387,139.91753284391513,134.189093677129,126.89215330991334,,,,,,,,,,,,True,False,False,False,False
2019-01-14 00:00:00-05:00,87.3148404819707,87.6655813311441,86.14570184034105,86.30158996582031,3351500,0.0,0.0,,,,,,,,,,,,,,82.224223050628885,,,,94.36860656738281,160.99000549316406,152.94291237791688,147.96462595916228,143.9410794015387,139.91753284391513,134.189093677129,126.89215330991334,,,,,,,,,,,,False,False,False,False,False
2019-01-15 00:00:00-05:00,86.67182019568878,87.27587558154333,86.09699941061645,87.18818664550781,2794600,0.0,0.0,,,,,,,,,,,,,,82.42883005273547,,,,93.45277404785156,160.99000549316406,152.94291237791688,147.96462595916228,143.9410794015387,139.91753284391513,134.189093677129,126.89215330991334,,,,,,,,,,,,False,False,False,False,False
2019-01-16 00:00:00-05:00,85.73650385364186,87.7727422522516,83.74897491778343,87.60711669921875,6613100,0.0,0.0,,,,,,,,,,,,,,83.607700555264635,,,,93.39433288574219,160.99000549316406,152.94291237791688,147.96462595916228,143.9410794015387,139.91753284391513,134.189093677129,126.89215330991334,,,,,,,,,,,,False,False,False,False,False
