Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,EMA_20,bb_upper,bb_middle,bb_lower,bb_percent_b,bb_z_score,bb_width,rsi,macd_line,macd_signal,macd_histogram,stoch_k,stoch_d,ichimoku_tenkan,ichimoku_kijun,ichimoku_senkou_a,ichimoku_senkou_b,ichimoku_chikou,fib_0,fib_236,fib_382,fib_500,fib_618,fib_786,fib_100,adx,pdi,mdi,psar,psar_is_reversal,donchian_upper,donchian_lower,donchian_center,donchian_width,roc,elliott_wave_oscillator,doji,hammer,shooting_star,engulfing_bullish,engulfing_bearish
2019-01-02 00:00:00-05:00,31.880980648035376,32.1176358806799,31.771103622513678,31.94859504699707,3594000,0.0,0.0,,,,,,,,,,,,,,,,,,31.280887603759766,78.36000061035156,74.31968086242676,71.82016101837158,69.80000114440918,67.77984127044678,64.90368144989014,61.2400016784668,,,,,,,,,,,,False,False,False,False,False
2019-01-03 00:00:00-05:00,32.438812441011514,32.82760409314729,32.37964863412935,32.39655303955078,5013500,0.0,0.0,,,,,,,,,,,,,,,,,,31.00197410583496,78.36000061035156,74.31968086242676,71.82016101837158,69.80000114440918,67.77984127044678,64.90368144989014,61.2400016784668,,,,,,,,,,,,True,False,True,False,False
2019-01-04 00:00:00-05:00,32.81069832431803,33.284011983892974,32.69237071547068,33.11497116088867,2854000,0.0,0.0,,,,,,,,,,,,,,,,,,31.441478729248047,78.36000061035156,74.31968086242676,71.82016101837158,69.80000114440918,67.77984127044678,64.90368144989014,61.2400016784668,,,,,,,,,,,,False,False,False,False,False
2019-01-07 00:00:00-05:00,32.96284270304853,33.081170340471715,32.7092830194008,32.77689743041992,5738700,0.0,0.0,,,,,,,,,,,,,,,,,,30.917457580566406,78.36000061035156,74.31968086242676,71.82016101837158,69.80000114440918,67.77984127044678,64.90368144989014,61.2400016784668,,,,,,,,,,,,False,False,False,False,False
2019-01-08 00:00:00-05:00,32.43881259209257,32.60785342290845,32.142990332118366,32.22751235961914,4697400,0.0,0.0,,,,,,,,,,,,,,,,,,33.791141510009766,78.36000061035156,74.31968086242676,71.82016101837158,69.80000114440918,67.77984127044678,64.90368144989014,61.2400016784668,,,,,,,,,,,,False,False,False,False,False
2019-01-09 00:00:00-05:00,32.24441731198846,32.43035932727241,31.94859504699707,31.94859504699707,6482000,0.0,0.0,,,,,,,,,,,,,,,,,,34.58562469482422,78.36000061035156,74.31968086242676,71.82016101837158,69.80000114440918,67.77984127044678,64.90368144989014,61.2400016784668,,,,,,,,,,,,False,False,False,False,False
2019-01-10 00:00:00-05:00,32.15144506750677,32.438813520865864,32.0246636347185,32.33738708496094,4809000,0.0,0.0,,,,,,,,,,,,,,,,,,34.196834564208984,78.36000061035156,74.31968086242676,71.82016101837158,69.80000114440918,67.77984127044678,64.90368144989014,61.2400016784668,,,,33.257303645155055,False,,,,,,,False,False,False,False,False
2019-01-11 00:00:00-05:00,31.838721384688018,31.89788842328486,31.179465610290265,31.230178833007812,5401000,0.0,0.0,,,,,,,,,,,,,,,,,,34.2559928894043,78.36000061035156,74.31968086242676,71.82016101837158,69.80000114440918,67.77984127044678,64.90368144989014,61.2400016784668,,,,33.23112947319189,False,,,,,,,False,False,False,False,False
2019-01-14 00:00:00-05:00,30.883646419432253,30.892097011092968,29.93701894412932,30.04689598083496,13875300,0.0,0.0,,,,,,,,,,,,,,31.610515464011147,,,,34.171478271484375,78.36000061035156,74.31968086242676,71.82016101837158,69.80000114440918,67.77984127044678,64.90368144989014,61.2400016784668,,,,33.149062918675824,False,,,,,,,False,False,False,False,False
2019-01-15 00:00:00-05:00,30.368077615684005,30.604732906242393,30.199036740633794,30.520214080810547,10138800,0.0,0.0,,,,,,,,,,,,,,31.610515464011147,,,,34.60253143310547,78.36000061035156,74.31968086242676,71.82016101837158,69.80000114440918,67.77984127044678,64.90368144989014,61.2400016784668,,,,32.95634028020304,False,,,,,,,False,False,False,False,False
2019-01-16 00:00:00-05:00,30.232843821029395,30.444144096638333,30.1145161825582,30.24974822998047,7091500,0.0,0.0,,,,,,,,,,,,,,31.610515464011147,,,,35.075843811035156,78.36000061035156,74.31968086242676,71.82016101837158,69.80000114440918,67.77984127044678,64.90368144989014,61.2400016784668,,,,32.775181000038614,False,,,,,,,True,False,False,False,False
2019-01-17 00:00:00-05:00,30.4103288533139,30.723052292367374,30.38497385733773,30.67234230041504,4168300,0.0,0.0,,,,,,,,,,,,,,31.5090946423005175,,,,35.48154067993164,78.36000061035156,74.31968086242676,71.82016101837158,69.80000114440918,67.77984127044678,64.90368144989014,61.2400016784668,,,,32.60489127668406,False,,,,,,,False,False,False,False,False
2019-01-18 00:00:00-05:00,31.094947142082333,31.137206549390093,30.69770162017995,30.89209747314453,4366500,0.0,0.0,,,,,,,,,,,,,,31.272436183518885,,,,35.82807540893555,78.36000061035156,74.31968086242676,71.82016101837158,69.80000114440918,67.77984127044678,64.90368144989014,61.2400016784668,,,,32.444818936730776,False,,,,,-3.3068670853864104,,False,False,False,False,False
2019-01-22 00:00:00-05:00,30.841380782970194,30.88364018110972,30.435681533111598,30.65543556213379,7044100,0.0,0.0,,,,,,,,,,,,,,31.187916232497592,,,,35.94911193847656,78.36000061035156,74.31968086242676,71.82016101837158,69.80000114440918,67.77984127044678,64.90368144989014,61.2400016784668,,,,32.29435093717469,False,,,,,-5.374391143685498,,False,False,False,False,False
2019-01-23 00:00:00-05:00,31.297794055483294,31.297794055483294,30.81602971175151,31.010425567626953,7925300,0.0,0.0,,,,,,,,43.28903022611257,,,,,,31.187916232497592,,,,36.104732513427734,78.36000061035156,74.31968086242676,71.82016101837158,69.80000114440918,67.77984127044678,64.90368144989014,61.2400016784668,,24.725290460505306,34.615493697536955,32.15291101759197,False,,,,,-6.355269292057693,,False,False,False,False,False
2019-01-24 00:00:00-05:00,30.646990555678567,30.663894964629645,30.165226185225094,30.24974822998047,6285400,0.0,0.0,,,,,,,,38.74786861613744,,,,20.95963453713328,,30.91745368370709,,,,36.04421615600586,78.36000061035156,74.31968086242676,71.82016101837158,69.80000114440918,67.77984127044678,64.90368144989014,61.2400016784668,,22.505791087789756,38.420196653276086,32.01995749318421,False,,,,,-7.710153792939628,,False,False,False,False,False
2019-01-25 00:00:00-05:00,30.317357967300765,30.359617371069778,30.072252135766163,30.21593475341797,6896600,0.0,0.0,,,,,,,,38.55425519910755,,,,16.761768556276877,,30.617406499806307,,,,36.58025360107422,78.36000061035156,74.31968086242676,71.82016101837158,69.80000114440918,67.77984127044678,64.90368144989014,61.2400016784668,,21.789610043649503,38.227156575180715,31.894981180240915,False,,,,,-6.241802295363216,,False,False,False,False,False
2019-01-28 00:00:00-05:00,30.055352937798087,30.114516758164537,29.835598841420083,29.99618911743164,3998900,0.0,0.0,,,,,,,,37.25154724716256,,,,8.002432722620323,15.241278605343496,30.5666964484516885,,,,36.338172912597656,78.36000061035156,74.31968086242676,71.82016101837158,69.80000114440918,67.77984127044678,64.90368144989014,61.2400016784668,,20.844176366170416,39.26828135156858,31.77750344607422,False,,,,,-6.111085406708491,,False,False,False,False,False
2019-01-29 00:00:00-05:00,30.292005053414435,30.334264460090125,30.04689598083496,30.04689598083496,4498800,0.0,0.0,,,,,,,,37.7740367218146,,,,7.5934953821418105,10.785898887013005,30.5666964484516885,,,,36.01827621459961,78.36000061035156,74.31968086242676,71.82016101837158,69.80000114440918,67.77984127044678,64.90368144989014,61.2400016784668,,22.605028754601417,37.702321757777405,31.62215107770189,False,,,,,-7.0831050700172655,,False,False,False,False,False
